name,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_id,team,leg
Linda Caicedo,18,RW,18-153,90,1,0,0,0,2,1,0,0,56,3,0,0,0.1,0.1,0.1,4,1,33,40,82.5,2,38,5,8,2,48,Colombia,G1
Leicy Santos,10,AM,27-070,75,0,0,0,0,2,0,0,0,56,4,1,2,0.1,0.1,0.1,3,0,35,44,79.5,3,26,2,0,0,48,Colombia,G1
Marcela Restrepo,8,AM,24-045,15,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,9,11,81.8,2,7,0,0,0,48,Colombia,G1
Daniela Montoya,6,DM,32-337,86,0,0,0,0,0,0,0,0,28,2,0,3,0.0,0.0,0.0,1,0,15,22,68.2,1,8,0,0,0,48,Colombia,G1
Diana Ospina,4,DM,34-144,4,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,1,0,0,0,48,Colombia,G1
Lorena Bedoya,5,DM,25-292,90,0,0,0,0,2,1,0,0,50,4,1,1,0.1,0.1,0.0,2,0,28,39,71.8,4,20,1,4,2,48,Colombia,G1
Manuela Vanegas,2,LB,22-258,90,0,0,0,0,2,0,1,0,69,4,1,2,0.1,0.1,0.0,4,1,36,53,67.9,3,24,0,4,2,48,Colombia,G1
Daniela Arias,3,CB,28-328,90,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,12,17,70.6,2,7,1,0,0,48,Colombia,G1
Jorelyn Carabalí,19,CB,26-068,90,0,0,0,0,1,0,0,0,34,1,2,1,0.1,0.1,0.0,0,0,8,17,47.1,1,8,0,3,3,48,Colombia,G1
Carolina Arias,17,RB,32-326,90,0,0,0,0,0,0,1,0,77,3,5,1,0.0,0.0,0.0,1,0,40,60,66.7,6,25,0,2,1,48,Colombia,G1
Catalina Pérez,1,GK,28-259,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,8,21,38.1,0,14,0,0,0,48,Colombia,G1
Choe Yu-ri,11,"FW,DM",28-312,77,0,0,0,0,2,1,0,0,42,2,2,2,0.1,0.1,0.3,2,0,15,29,51.7,3,14,1,1,1,48,Korea Republic,G1
Casey Phair,19,"AM,LW",16-026,13,0,0,0,0,0,0,0,0,7,0,1,1,0.0,0.0,0.0,0,0,0,3,0.0,0,4,0,0,0,48,Korea Republic,G1
Son Hwa-yeon,7,"FW,RW",26-132,67,0,0,0,0,0,0,0,0,18,3,0,1,0.0,0.0,0.0,2,0,6,9,66.7,0,6,0,3,1,48,Korea Republic,G1
Kang Chae-rim,23,RW,25-124,23,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0,48,Korea Republic,G1
Cho So-hyun,8,"CM,DM",35-031,67,0,0,0,0,1,0,0,0,31,3,5,0,0.1,0.1,0.0,0,0,11,20,55.0,2,9,1,0,0,48,Korea Republic,G1
Park Eun-sun,13,"LW,FW",36-212,23,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,1,6,16.7,0,4,0,0,0,48,Korea Republic,G1
Ji So-yun,10,"AM,CM",32-154,90,0,0,0,0,1,1,0,0,66,5,0,1,0.1,0.1,0.0,1,0,33,45,73.3,5,25,1,5,1,48,Korea Republic,G1
Lee Geum-min,9,"CM,FW,DM",29-109,90,0,0,0,0,1,1,0,0,45,3,1,0,0.3,0.3,0.1,2,0,18,27,66.7,3,22,1,5,2,48,Korea Republic,G1
Jang Sel-gi,16,LB,29-055,90,0,0,0,0,0,0,0,0,57,4,3,1,0.0,0.0,0.0,0,0,25,44,56.8,4,11,2,0,0,48,Korea Republic,G1
Shim Seo-yeon,4,CB,34-101,90,0,0,0,0,0,0,1,0,46,2,2,3,0.0,0.0,0.0,2,0,17,30,56.7,2,10,0,0,0,48,Korea Republic,G1
Lim Seon-joo,6,CB,32-240,90,0,0,0,0,0,0,1,0,31,3,1,3,0.0,0.0,0.0,0,0,12,18,66.7,1,7,0,2,0,48,Korea Republic,G1
Kim Hye-ri,20,"RB,CB",33-030,90,0,0,0,0,0,0,0,0,46,2,2,2,0.0,0.0,0.0,0,0,21,37,56.8,2,8,1,1,0,48,Korea Republic,G1
Choo Hyo-joo,2,"LW,CB,RB",22-361,87,0,0,0,0,0,0,0,0,29,9,1,0,0.0,0.0,0.0,0,0,10,13,76.9,2,8,0,0,0,48,Korea Republic,G1
Moon Mi-ra,12,DM,31-147,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,48,Korea Republic,G1
Yoon Young-geul,1,GK,35-270,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,8,24,33.3,0,8,0,0,0,48,Korea Republic,G1
