name,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_id,team,leg
Trinity Rodman,20,RW,21-068,90,0,0,0,0,4,1,0,0,62,3,3,3,0.2,0.2,0.1,3,0,14,33,42.4,0,32,4,3,2,6,USA,G2
Lindsey Horan,10,LM,29-062,90,1,0,0,0,3,2,0,0,55,2,1,1,0.3,0.3,0.1,3,0,32,43,74.4,7,25,1,3,1,6,USA,G2
Andi Sullivan,17,CM,27-219,90,0,0,0,0,1,0,0,0,45,1,3,0,0.0,0.0,0.0,3,0,30,39,76.9,1,22,0,1,1,6,USA,G2
Savannah Demelo,9,RM,25-123,45,0,0,0,0,1,0,0,0,26,4,0,1,0.1,0.1,0.2,4,0,11,13,84.6,2,16,0,1,0,6,USA,G2
Rose Lavelle,16,RM,28-074,45,0,1,0,0,1,0,1,0,36,3,1,0,0.0,0.0,0.2,3,1,14,25,56.0,3,11,1,3,0,6,USA,G2
Crystal Dunn,19,LB,31-024,90,0,0,0,0,1,0,0,0,79,2,5,2,0.0,0.0,0.0,3,0,47,64,73.4,11,52,2,2,2,6,USA,G2
Naomi Girma,4,CB,23-043,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,29,42,69.0,4,24,0,0,0,6,USA,G2
Julie Ertz,8,CB,31-112,90,0,0,0,0,2,0,0,0,49,1,1,1,0.1,0.1,0.0,1,0,26,40,65.0,1,27,1,0,0,6,USA,G2
Emily Fox,23,RB,25-022,90,0,0,0,0,0,0,0,0,58,2,2,0,0.0,0.0,0.1,2,0,34,49,69.4,2,22,1,2,1,6,USA,G2
Alyssa Naeher,1,GK,35-098,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,18,22,81.8,0,14,0,0,0,6,USA,G2
Lieke Martens,11,FW,30-223,90,0,0,0,0,0,0,0,0,45,0,0,4,0.0,0.0,0.0,1,1,29,36,80.6,4,34,2,2,2,6,Netherlands,G2
Katja Snoeijs,9,FW,26-330,70,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,10,13,76.9,0,8,0,0,0,6,Netherlands,G2
Damaris Egurrola,21,"CM,FW",23-335,20,0,0,0,0,1,0,0,0,22,1,1,1,0.1,0.1,0.0,1,0,7,13,53.8,0,9,0,0,0,6,Netherlands,G2
Esmee Brugts,22,LW,19-364,90,0,0,0,0,2,0,0,0,63,3,6,1,0.2,0.2,0.0,1,0,33,39,84.6,2,32,0,6,3,6,Netherlands,G2
Victoria Pelova,17,RW,24-054,86,0,1,0,0,0,0,0,0,77,1,1,0,0.0,0.0,0.0,3,1,55,68,80.9,1,45,3,6,2,6,Netherlands,G2
Kerstin Casparij,18,RW,22-342,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,4,0,0,0,6,Netherlands,G2
Daniëlle van de Donk,10,CM,31-356,90,0,0,0,0,0,0,0,0,67,4,0,7,0.0,0.0,0.0,0,0,29,46,63.0,3,38,1,2,1,6,Netherlands,G2
Jill Roord,6,"CM,FW",26-096,89,1,0,0,0,1,1,0,0,66,0,0,2,0.0,0.0,0.2,2,0,55,61,90.2,3,55,2,5,5,6,Netherlands,G2
Renate Jansen,13,FW,32-232,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,6,Netherlands,G2
Jackie Groenen,14,DM,28-222,90,0,0,0,0,0,0,0,0,53,2,1,0,0.0,0.0,0.0,0,0,33,39,84.6,0,28,0,3,2,6,Netherlands,G2
Dominique Janssen,20,CB,28-191,90,0,0,0,0,1,0,0,0,78,3,2,4,0.0,0.0,0.0,0,0,38,51,74.5,2,35,0,1,0,6,Netherlands,G2
Stefanie van der Gragt,3,CB,30-345,45,0,0,0,0,0,0,0,0,38,1,0,1,0.0,0.0,0.0,0,0,25,30,83.3,0,23,0,0,0,6,Netherlands,G2
Aniek Nouwen,4,CB,24-140,45,0,0,0,0,0,0,0,0,30,1,0,3,0.0,0.0,0.0,0,0,12,18,66.7,0,8,0,0,0,6,Netherlands,G2
Sherida Spitse,8,CB,33-059,90,0,0,0,0,0,0,0,0,95,6,0,2,0.0,0.0,0.1,1,0,61,77,79.2,4,59,0,0,0,6,Netherlands,G2
Daphne van Domselaar,1,GK,23-143,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,14,33,42.4,0,13,0,0,0,6,Netherlands,G2
Telma Encarnação,23,FW,21-289,74,1,1,0,0,7,4,0,0,50,2,0,3,1.8,1.8,0.6,5,1,22,34,64.7,3,36,1,2,1,7,Portugal,G2
Carolina Mendes,18,FW,35-242,16,0,0,0,0,1,0,0,0,9,0,0,1,0.2,0.2,0.0,0,0,4,5,80.0,2,3,0,1,1,7,Portugal,G2
Jéssica Silva,10,FW,28-228,68,0,0,0,0,5,1,0,0,40,1,0,2,0.7,0.7,1.3,7,0,11,17,64.7,1,29,1,8,5,7,Portugal,G2
Andreia Norton,8,AM,26-346,22,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,12,16,75.0,0,15,2,5,3,7,Portugal,G2
Kika Nazareth,20,AM,20-252,68,1,0,0,0,4,2,0,0,50,0,0,2,1.4,1.4,0.7,7,0,31,41,75.6,9,38,3,6,4,7,Portugal,G2
Ana Capeta,21,FW,25-217,22,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,6,1,0,0,7,Portugal,G2
Tatiana Pinto,11,CM,29-121,90,0,0,0,0,0,0,0,0,73,1,0,2,0.0,0.0,0.0,0,0,52,58,89.7,7,50,2,1,0,7,Portugal,G2
Andreia Jacinto,6,CM,21-049,89,0,0,0,0,4,0,0,0,70,3,0,0,0.1,0.1,0.6,6,1,47,56,83.9,8,50,1,2,1,7,Portugal,G2
Ana Rute,7,CM,25-179,1,0,0,0,0,1,0,0,0,3,0,0,0,0.1,0.1,0.0,1,0,0,1,0.0,0,1,0,0,0,7,Portugal,G2
Joana Marchão,5,WB,26-276,90,0,0,0,0,2,0,0,0,77,1,0,1,0.1,0.1,0.0,6,1,51,69,73.9,10,42,4,2,2,7,Portugal,G2
Lúcia Alves,3,WB,25-278,90,0,1,0,0,2,2,0,0,69,2,1,2,0.4,0.4,0.6,8,1,37,48,77.1,3,32,1,2,1,7,Portugal,G2
Ana Seiça,17,CB,22-124,89,0,0,0,0,0,0,0,0,93,3,3,0,0.0,0.0,0.1,5,0,63,80,78.8,9,68,0,1,1,7,Portugal,G2
Sílvia Rebelo,4,CB,34-068,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,7,Portugal,G2
Carole Costa,15,CB,33-085,90,0,0,0,0,2,0,0,0,96,0,0,0,0.0,0.0,0.0,2,0,89,94,94.7,18,84,2,0,0,7,Portugal,G2
Ana Borges,9,CB,33-042,90,0,0,0,0,0,0,1,0,79,1,0,0,0.0,0.0,0.2,4,0,68,74,91.9,12,57,0,3,3,7,Portugal,G2
Patrícia Morais,12,GK,31-040,90,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,13,0,0,0,7,Portugal,G2
Huỳnh Như,9,FW,31-241,71,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,3,0,15,21,71.4,3,19,1,2,1,7,Vietnam,G2
Phạm Hải Yến,12,FW,28-260,19,0,0,0,0,1,0,0,0,10,0,0,1,0.1,0.1,0.0,0,0,2,4,50.0,0,5,0,0,0,7,Vietnam,G2
Nguyễn Thị Thanh Nhã,19,"LM,RM",21-305,90,0,0,0,0,1,0,0,0,31,2,1,0,0.0,0.0,0.0,1,0,6,11,54.5,1,19,0,4,0,7,Vietnam,G2
Thái Thị Thảo,11,CM,28-165,90,0,0,0,0,1,0,0,0,52,5,0,2,0.0,0.0,0.0,1,0,18,38,47.4,2,24,0,0,0,7,Vietnam,G2
Dương Thị Vân,16,CM,28-310,63,0,0,0,0,0,0,0,0,25,0,2,0,0.0,0.0,0.0,1,0,14,16,87.5,2,12,0,1,0,7,Vietnam,G2
Trần Thị Hải Linh,10,CM,22-049,27,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,0,8,0,0,0,7,Vietnam,G2
Nguyễn Thị Bích Thùy,23,RM,29-087,63,0,0,0,0,2,1,0,0,31,0,2,1,0.1,0.1,0.0,0,0,8,17,47.1,0,20,1,4,3,7,Vietnam,G2
Ngân Thị Vạn Sự,21,LM,22-089,27,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.1,1,0,5,7,71.4,0,10,0,2,1,7,Vietnam,G2
Hoàng Thị Loan,5,LB,28-171,90,0,0,0,0,0,0,0,0,49,3,0,1,0.0,0.0,0.0,1,0,22,36,61.1,0,17,0,0,0,7,Vietnam,G2
Trần Thị Thu,4,CB,32-012,90,0,0,0,0,0,0,0,0,33,2,3,3,0.0,0.0,0.0,0,0,7,21,33.3,1,11,0,0,0,7,Vietnam,G2
Lê Thị Diễm My,13,CB,26-338,90,0,0,0,0,0,0,0,0,34,3,0,3,0.0,0.0,0.0,0,0,10,17,58.8,0,16,0,1,0,7,Vietnam,G2
Lương Thị Thu Thương,2,CB,23-087,71,0,0,0,0,0,0,0,0,17,1,1,1,0.0,0.0,0.0,0,0,3,6,50.0,1,5,0,0,0,7,Vietnam,G2
Chương Thị Kiều,3,CB,27-342,19,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,1,3,0,0,0,7,Vietnam,G2
Trần Thị Thu Thảo,17,RB,30-193,90,0,0,0,0,0,0,0,0,51,2,6,1,0.0,0.0,0.0,2,0,28,37,75.7,4,28,0,0,0,7,Vietnam,G2
Trần Thị Kim Thanh,14,GK,29-312,90,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,19,32,59.4,0,6,0,0,0,7,Vietnam,G2
Caitlin Foord,9,"FW,LM",28-258,90,0,1,0,0,7,1,1,0,38,1,0,1,0.8,0.8,0.1,6,1,12,19,63.2,1,24,2,4,4,8,Australia,G2
Emily van Egmond,10,FW,30-015,90,1,0,0,0,6,1,0,0,46,0,2,0,0.3,0.3,0.2,4,0,24,34,70.6,4,17,0,1,0,8,Australia,G2
Cortnee Vine,5,LM,25-109,81,0,0,0,0,2,2,0,0,28,2,1,1,0.1,0.1,0.1,3,0,16,19,84.2,0,20,1,2,2,8,Australia,G2
Clare Polkinghorne,4,"CB,LM",34-176,9,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,0,0,6,9,66.7,0,5,0,0,0,8,Australia,G2
Katrina Gorry,19,CM,30-348,90,0,0,0,0,2,0,0,0,89,3,1,1,0.0,0.0,0.1,7,2,53,73,72.6,9,54,5,1,1,8,Australia,G2
Kyra Cooney-Cross,23,CM,21-162,90,0,1,0,0,1,0,0,0,80,4,0,2,0.0,0.0,0.3,5,1,52,65,80.0,7,43,3,2,1,8,Australia,G2
Hayley Raso,16,RM,28-325,84,0,0,0,0,1,0,0,0,39,2,0,0,0.1,0.1,0.0,3,0,16,27,59.3,5,23,2,8,4,8,Australia,G2
Alex Chidiac,8,RM,24-193,6,0,0,0,0,2,1,0,0,11,0,0,0,0.1,0.1,0.5,3,0,5,6,83.3,1,7,0,1,1,8,Australia,G2
Steph Catley,7,LB,29-182,90,0,0,0,0,2,1,0,0,65,1,1,0,0.1,0.1,0.3,5,0,33,55,60.0,4,24,3,0,0,8,Australia,G2
Alanna Kennedy,14,"CB,FW",28-187,90,1,0,0,0,3,1,0,0,71,0,0,0,0.6,0.6,0.0,4,0,51,61,83.6,6,45,1,0,0,8,Australia,G2
Clare Hunt,15,CB,24-137,90,0,0,0,0,0,0,0,0,73,0,2,0,0.0,0.0,0.0,1,0,55,65,84.6,5,46,0,0,0,8,Australia,G2
Ellie Carpenter,21,RB,23-090,90,0,0,0,0,2,1,0,0,78,4,2,1,0.1,0.1,0.1,6,0,45,64,70.3,8,47,7,2,2,8,Australia,G2
Mackenzie Arnold,18,GK,29-152,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,24,26,92.3,0,14,0,0,0,8,Australia,G2
Ifeoma Onumonu,6,"FW,RW",29-152,62,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,8,0,1,0,8,Nigeria,G2
Esther Okoronkwo,21,RW,26-122,28,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,5,1,0,0,8,Nigeria,G2
Uchenna Kanu,12,"LW,FW",26-037,63,1,0,0,0,1,1,0,0,28,0,1,1,0.2,0.2,0.0,2,0,11,14,78.6,1,18,4,2,1,8,Nigeria,G2
Asisat Oshoala,8,FW,28-291,27,1,0,0,0,3,2,1,0,16,0,0,1,0.2,0.2,0.0,1,0,4,7,57.1,2,5,1,0,0,8,Nigeria,G2
Rasheedat Ajibade,15,"LW,RW",23-231,90,0,0,0,0,4,2,0,0,45,2,0,2,0.3,0.3,0.0,3,2,9,24,37.5,3,27,7,9,5,8,Nigeria,G2
Toni Payne,7,AM,28-096,89,0,0,0,0,0,0,0,0,34,0,0,2,0.0,0.0,0.0,2,0,15,26,57.7,3,16,1,4,2,8,Nigeria,G2
Onome Ebi,5,AM,40-080,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,8,Nigeria,G2
Halimatu Ayinde,18,DM,28-072,75,0,0,0,0,0,0,0,0,43,4,2,2,0.0,0.0,0.0,0,0,22,27,81.5,3,17,0,1,0,8,Nigeria,G2
Jennifer Echegini,19,DM,22-127,15,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,8,Nigeria,G2
Christy Ucheibe,10,DM,22-214,90,0,0,0,0,1,0,0,0,41,7,2,3,0.1,0.1,0.1,2,0,15,25,60.0,2,13,0,0,0,8,Nigeria,G2
Ashleigh Plumptre,2,LB,25-080,76,0,0,0,0,0,0,0,0,46,0,1,3,0.0,0.0,0.0,2,0,25,33,75.8,1,15,0,2,1,8,Nigeria,G2
Glory Ogbonna,4,LB,24-214,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,1,0,0,0,8,Nigeria,G2
Blessing Demehin,14,CB,21-136,90,0,0,0,0,0,0,0,0,42,1,0,1,0.0,0.0,0.0,0,0,22,29,75.9,3,21,0,0,0,8,Nigeria,G2
Osinachi Ohale,3,CB,31-218,90,1,0,0,0,1,1,0,0,38,1,0,1,0.7,0.7,0.0,0,0,20,28,71.4,1,19,0,0,0,8,Nigeria,G2
Michelle Alozie,22,RB,26-090,90,0,0,0,0,1,0,1,0,45,1,1,1,0.0,0.0,0.2,1,0,10,29,34.5,2,14,0,4,2,8,Nigeria,G2
Chiamaka Nnadozie,16,GK,22-231,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,2,0,18,40,45.0,0,23,0,0,0,8,Nigeria,G2
Paulina Gramaglia,9,"FW,RW",20-129,58,0,0,0,0,0,0,0,0,25,2,0,0,0.0,0.0,0.0,2,0,12,18,66.7,0,14,1,2,2,9,Argentina,G2
Yamila Rodríguez,11,RW,25-185,32,0,1,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,1,1,8,16,50.0,1,12,0,0,0,9,Argentina,G2
Florencia Bonsegundo,15,"AM,LW",30-014,90,0,0,0,0,3,1,0,0,69,2,2,1,0.2,0.2,0.3,6,0,29,44,65.9,3,43,4,8,3,9,Argentina,G2
Mariana Larroquette,19,"RW,FW",30-277,68,0,0,0,0,3,1,0,0,38,1,1,1,0.1,0.1,0.0,0,0,12,21,57.1,1,21,0,3,2,9,Argentina,G2
Érica Lonigro,21,FW,29-022,22,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,2,5,40.0,0,4,0,0,0,9,Argentina,G2
Estefanía Banini,22,"LW,AM",33-037,90,0,0,0,0,0,0,0,0,67,1,0,1,0.0,0.0,0.0,2,0,42,52,80.8,4,40,2,8,0,9,Argentina,G2
Lorena Benítez,16,DM,24-237,45,0,0,0,0,1,0,0,0,47,1,1,0,0.0,0.0,0.0,0,0,37,41,90.2,5,33,0,1,1,9,Argentina,G2
Julieta Cruz,4,RB,27-054,45,0,0,0,0,0,0,0,0,27,3,0,0,0.0,0.0,0.0,1,0,17,24,70.8,1,13,0,1,1,9,Argentina,G2
Daiana Falfán,8,DM,22-287,45,0,0,0,0,0,0,0,0,32,2,0,0,0.0,0.0,0.0,0,0,25,28,89.3,4,21,0,0,0,9,Argentina,G2
Romina Núñez,7,DM,29-208,45,1,0,0,0,2,1,0,0,44,1,0,1,0.2,0.2,0.0,2,0,23,37,62.2,3,23,0,0,0,9,Argentina,G2
Eliana Stábile,3,LB,29-244,90,0,0,0,0,0,0,0,0,71,1,2,1,0.0,0.0,0.1,2,0,45,63,71.4,3,25,0,4,3,9,Argentina,G2
Aldana Cometti,6,CB,27-147,90,0,0,0,0,0,0,0,0,73,6,3,1,0.0,0.0,0.1,1,0,41,57,71.9,5,37,0,1,0,9,Argentina,G2
Miriam Mayorga,14,CB,33-250,90,0,0,0,0,0,0,1,0,69,2,1,0,0.0,0.0,0.0,2,1,48,57,84.2,10,44,4,0,0,9,Argentina,G2
Sophia Braun,13,"DM,RB",23-032,90,1,0,0,0,2,1,0,0,81,6,1,2,0.1,0.1,0.0,1,0,47,63,74.6,7,39,1,1,0,9,Argentina,G2
Vanina Correa,1,GK,39-348,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,21,23,91.3,0,10,0,0,0,9,Argentina,G2
Thembi Kgatlana,11,FW,27-087,82,1,1,0,0,4,1,0,0,30,1,0,1,1.2,1.2,0.6,6,1,14,16,87.5,3,20,5,5,2,9,South Africa,G2
Melinda Kgadiete,17,FW,31-007,8,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,0,4,0.0,0,7,0,1,0,9,South Africa,G2
Jermaine Seoposenwe,12,FW,29-289,90,0,1,0,0,2,0,0,0,53,2,0,1,0.0,0.0,1.2,5,2,17,26,65.4,4,26,2,3,2,9,South Africa,G2
Hildah Magaia,8,LM,28-224,90,0,0,0,0,2,1,0,0,31,1,1,0,0.1,0.1,0.1,2,0,12,18,66.7,2,25,0,4,1,9,South Africa,G2
Linda Motlhalo,10,CM,25-027,82,1,0,0,0,2,1,0,0,47,4,1,1,0.5,0.5,0.0,0,0,25,29,86.2,2,27,2,5,1,9,South Africa,G2
Nomi Kgoale,22,CM,27-250,8,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,4,6,66.7,3,4,0,0,0,9,South Africa,G2
Refiloe Jane,15,CM,30-358,24,0,0,0,0,0,0,0,0,15,0,2,0,0.0,0.0,0.0,0,0,8,10,80.0,0,10,0,2,1,9,South Africa,G2
Kholosa Biyana,19,CM,28-325,29,0,0,0,0,1,1,1,0,29,5,0,1,0.1,0.1,0.1,2,1,9,17,52.9,5,11,0,0,0,9,South Africa,G2
Tiisetso Makhubela,14,CM,26-095,37,0,0,0,0,0,0,1,0,23,1,1,1,0.0,0.0,0.0,0,0,9,14,64.3,2,10,0,0,0,9,South Africa,G2
Noxolo Cesane,6,RM,22-290,53,0,0,0,0,0,0,0,0,18,2,0,1,0.0,0.0,0.0,0,0,7,12,58.3,1,7,0,4,2,9,South Africa,G2
Sibulele Holweni,18,RM,22-091,37,0,0,0,0,1,0,0,0,18,3,0,2,0.0,0.0,0.0,0,0,5,9,55.6,0,11,1,0,0,9,South Africa,G2
Karabo Dhlamini,7,LB,21-313,90,0,0,0,0,0,0,0,0,60,4,1,2,0.0,0.0,0.0,1,0,26,44,59.1,4,27,0,4,2,9,South Africa,G2
Bongeka Gamede,3,CB,24-067,90,0,0,0,0,1,0,0,0,37,2,2,3,0.1,0.1,0.0,0,0,18,27,66.7,0,18,0,3,2,9,South Africa,G2
Bambanani Mbane,13,CB,33-138,90,0,0,0,0,0,0,0,0,52,2,0,2,0.0,0.0,0.0,0,0,29,40,72.5,2,31,0,0,0,9,South Africa,G2
Lebohang Ramalepe,2,RB,31-237,90,0,0,0,0,0,0,0,0,49,7,4,2,0.0,0.0,0.0,1,0,19,35,54.3,3,20,2,0,0,9,South Africa,G2
Kaylin Swart,1,GK,28-301,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,23,46,50.0,0,29,0,0,0,9,South Africa,G2
Alessia Russo,23,FW,24-170,75,0,0,0,0,2,0,0,0,23,0,0,1,0.2,0.2,0.0,2,0,13,16,81.3,0,15,2,0,0,10,England,G2
Bethany England,19,FW,29-055,15,0,0,0,0,1,0,0,0,7,0,1,0,0.1,0.1,0.0,0,0,3,3,100.0,0,6,0,0,0,10,England,G2
Lauren James,7,"LW,AM",21-302,90,1,0,0,0,3,3,0,0,62,2,0,1,0.5,0.5,0.0,2,0,41,49,83.7,3,46,4,5,4,10,England,G2
Chloe Kelly,18,RW,25-204,90,0,0,0,0,1,0,0,0,48,1,0,0,0.1,0.1,0.2,5,0,20,36,55.6,2,28,4,2,2,10,England,G2
Ella Toone,10,"AM,LM",23-329,75,0,0,0,0,2,1,0,0,42,0,1,1,0.1,0.1,0.0,1,0,30,34,88.2,4,25,1,1,0,10,England,G2
Lauren Hemp,11,LW,22-355,15,0,0,0,0,0,0,0,0,10,1,0,1,0.0,0.0,0.0,1,0,2,4,50.0,0,6,2,1,0,10,England,G2
Keira Walsh,4,CM,26-111,37,0,0,0,0,0,0,0,0,30,0,2,0,0.0,0.0,0.0,1,1,27,28,96.4,3,17,0,0,0,10,England,G2
Laura Coombs,17,DM,32-180,53,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,2,15,0,1,1,10,England,G2
Georgia Stanway,8,"DM,RM",24-206,90,0,0,0,0,0,0,0,0,87,2,1,1,0.0,0.0,0.2,1,0,57,75,76.0,4,47,1,3,2,10,England,G2
Rachel Daly,9,LB,31-234,90,0,1,0,0,0,0,0,0,105,4,1,1,0.0,0.0,0.2,3,1,76,93,81.7,6,58,1,1,0,10,England,G2
Alex Greenwood,5,CB,29-324,90,0,0,0,0,0,0,0,0,118,2,3,0,0.0,0.0,0.1,5,0,97,111,87.4,3,84,1,2,1,10,England,G2
Millie Bright,6,CB,29-341,90,0,0,0,0,0,0,0,0,86,0,2,0,0.0,0.0,0.0,0,0,65,80,81.3,2,63,3,1,1,10,England,G2
Lucy Bronze,2,RB,31-273,90,0,0,0,0,4,0,0,0,100,3,1,1,0.2,0.2,0.5,4,0,68,88,77.3,6,51,6,5,4,10,England,G2
Mary Earps,1,GK,30-143,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,21,0,0,0,10,England,G2
Pernille Harder,10,"FW,AM",30-255,90,0,0,0,0,2,1,0,0,27,2,0,3,0.2,0.2,0.0,0,0,11,16,68.8,2,15,2,2,1,10,Denmark,G2
Rikke Madsen,17,LW,25-353,75,0,0,0,0,1,0,0,0,28,3,0,4,0.0,0.0,0.0,0,0,9,18,50.0,1,14,0,1,0,10,Denmark,G2
Nicoline Sørensen,14,LW,25-347,15,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,1,5,0,1,0,10,Denmark,G2
Janni Thomsen,19,"RW,RB",23-162,90,0,0,0,0,1,0,0,0,45,6,2,0,0.0,0.0,0.3,3,0,11,22,50.0,3,22,2,5,0,10,Denmark,G2
Kathrine Kühl,12,"AM,DM",20-023,90,0,0,0,0,1,1,0,0,33,2,0,2,0.1,0.1,0.0,2,0,15,22,68.2,1,17,0,1,1,10,Denmark,G2
Karen Holmgaard,6,DM,24-181,87,0,0,0,0,0,0,0,0,38,2,4,1,0.0,0.0,0.0,2,0,18,26,69.2,5,22,0,1,1,10,Denmark,G2
Sanne Troelsgaard Nielsen,7,DM,34-347,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,10,Denmark,G2
Josefine Hasbo,2,DM,21-250,70,0,0,0,0,0,0,0,0,24,0,5,0,0.0,0.0,0.0,0,0,6,16,37.5,0,10,0,0,0,10,Denmark,G2
Amalie Vangsgaard,9,FW,26-241,20,0,0,0,0,1,0,0,0,8,1,1,0,0.1,0.1,0.0,0,0,2,4,50.0,1,3,0,0,0,10,Denmark,G2
Katrine Veje,11,LB,32-039,90,0,0,0,0,0,0,0,0,49,1,1,1,0.0,0.0,0.0,0,0,18,40,45.0,1,22,3,0,0,10,Denmark,G2
Simone Boye Sørensen,5,CB,31-147,90,0,0,0,0,0,0,0,0,39,0,0,1,0.0,0.0,0.0,0,0,20,29,69.0,1,21,0,1,1,10,Denmark,G2
Stine Ballisager Pedersen,3,CB,29-206,76,0,0,0,0,0,0,0,0,33,2,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,18,0,0,0,10,Denmark,G2
Frederikke Thøgersen,15,RW,28-004,14,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,4,0,0,0,10,Denmark,G2
Rikke Sevecke,4,"RB,CB",27-043,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,1,0,15,30,50.0,3,19,0,0,0,10,Denmark,G2
Lene Christensen,1,GK,23-174,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,22,30,73.3,0,14,0,0,0,10,Denmark,G2
Lou Jiahui,14,FW,32-063,36,0,0,0,0,1,1,0,0,19,1,0,1,0.1,0.1,0.0,0,0,6,9,66.7,1,15,1,1,1,11,China PR,G2
Zhang Xin,6,"RW,LW",31-066,54,0,0,0,0,0,0,0,0,37,0,3,2,0.0,0.0,0.5,1,0,16,24,66.7,3,16,3,0,0,11,China PR,G2
Zhang Linyan,19,"FW,LW",22-193,87,0,0,0,0,2,1,0,0,61,2,1,1,0.5,0.5,0.0,3,1,29,38,76.3,0,31,2,8,3,11,China PR,G2
Tang Jiali,18,FW,28-134,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,11,China PR,G2
Wu Chengshu,17,RW,26-336,45,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,2,0,17,20,85.0,3,14,0,5,0,11,China PR,G2
Wang Shuang,7,LW,28-186,45,1,0,1,1,0,0,0,0,32,0,0,0,0.8,0.0,0.0,2,1,23,25,92.0,3,15,1,2,2,11,China PR,G2
Zhang Rui,10,AM,34-192,28,0,0,0,0,1,0,0,1,19,4,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,6,0,0,0,11,China PR,G2
Yang Lina,13,DM,29-106,90,0,0,0,0,1,1,0,0,57,1,0,1,0.0,0.0,0.0,0,0,33,46,71.7,3,15,2,3,2,11,China PR,G2
Yao Lingwei,16,DM,27-235,81,0,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,0,0,36,42,85.7,6,23,1,1,0,11,China PR,G2
Dou Jiaxing,3,CB,23-149,9,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,11,China PR,G2
